图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,Citizen Park-预测置信度,Group photo-预测置信度,airport-预测置信度,ancient temple-预测置信度,art gallery-预测置信度,backpacker-预测置信度,beach-预测置信度,botanical garden-预测置信度,bridge-预测置信度,cable car-预测置信度,camping-预测置信度,canyon-预测置信度,castle-预测置信度,cave-预测置信度,church-预测置信度,city walk-预测置信度,cliff-预测置信度,concert hall-预测置信度,couple-预测置信度,desert-预测置信度,dining-预测置信度,entertainment district-预测置信度,exhibition hall-预测置信度,family with kids-预测置信度,forest-预测置信度,fountain-预测置信度,glacier-预测置信度,harbor-预测置信度,hiking-预测置信度,island-预测置信度,lake-预测置信度,library-预测置信度,monument-预测置信度,mountain-预测置信度,museum-预测置信度,nightclub-预测置信度,ocean-预测置信度,opera house-预测置信度,picnic-预测置信度,railway-预测置信度,reef-预测置信度,river-预测置信度,selfie-预测置信度,senior traveler-预测置信度,shopping mall-预测置信度,skiing-预测置信度,solo traveler-预测置信度,souvenir shop-预测置信度,sunbathing-预测置信度,temple-预测置信度,theater-预测置信度,tour group-预测置信度,train-预测置信度,valley-预测置信度,volcano-预测置信度,waterfall-预测置信度,zoo-预测置信度
<DATA_ROOT>/tourism_pic/test/backpacker/d4ad5b5fcc21ae13fb540aa8320e3eca.jpg,5,backpacker,28,hiking,5,backpacker,33,mountain,True,5.108791e-07,3.1485624e-06,5.00966e-06,1.7615262e-07,3.4610313e-08,0.2749649,2.3504775e-07,1.2182946e-07,2.1672115e-06,4.0050443e-05,0.000108962086,1.657086e-05,3.997294e-07,2.3619093e-06,5.253818e-07,8.562451e-06,1.486899e-05,3.3619447e-08,2.7633432e-06,2.0045418e-06,1.0134414e-07,9.8083824e-08,6.559454e-07,1.7942635e-06,3.0740482e-06,7.474661e-09,9.184562e-07,3.9237082e-07,0.7234198,1.2623739e-06,2.113119e-06,3.276187e-07,7.65816e-07,0.0006928367,2.0757021e-07,3.8781085e-08,4.0164977e-08,3.2222907e-08,3.4905627e-06,2.4198766e-06,7.62302e-08,1.979409e-06,7.170715e-07,2.3836748e-05,1.054224e-06,6.892972e-05,0.0002883467,1.017681e-06,2.0096111e-07,4.7446773e-07,4.2112934e-08,0.0002616558,8.093324e-06,3.7546484e-05,9.303707e-07,6.6267387e-07,6.8402505e-07
<DATA_ROOT>/tourism_pic/test/backpacker/d7cbe4e82713740ee33ce30b78907c09.jpg,5,backpacker,28,hiking,5,backpacker,46,solo traveler,True,5.7177053e-06,1.7262854e-06,2.2000495e-06,5.692006e-07,3.0279242e-07,0.05068448,3.7993055e-07,4.6041914e-06,3.826281e-06,1.2506112e-05,0.00029658002,3.8586324e-05,9.033248e-07,5.8701453e-06,1.4241318e-06,2.6858277e-05,2.4248517e-05,1.3339324e-07,4.1321255e-06,1.064291e-05,2.6580202e-07,2.6184838e-07,3.952501e-06,2.4442138e-06,0.0038256515,1.7936307e-08,8.142746e-07,4.801724e-07,0.9394581,3.7155537e-06,1.1584434e-05,1.6562811e-06,1.0481729e-06,0.00017358323,5.96297e-07,5.004456e-08,6.5561245e-08,5.0768886e-08,1.0820744e-05,1.1368716e-05,6.251172e-07,1.4343279e-05,4.4659496e-06,3.2211745e-05,3.674137e-06,2.9177529e-05,0.0050098263,3.033883e-06,4.6722144e-07,7.9842914e-07,1.17977386e-07,8.364131e-05,5.815394e-06,0.00016942802,1.2746602e-06,1.9092424e-06,6.8892564e-06
<DATA_ROOT>/tourism_pic/test/backpacker/66859d49640ac20a50c089a9ba517395.jpg,5,backpacker,5,backpacker,46,solo traveler,28,hiking,True,1.5136786e-07,6.063202e-07,5.7586713e-06,7.4195185e-08,6.346033e-08,0.99686384,2.634781e-07,1.2991383e-07,9.547903e-07,3.6473045e-06,0.00014877836,7.1099657e-06,1.0175653e-07,1.3832863e-06,1.8550115e-07,5.682954e-07,1.961256e-06,1.0664902e-08,1.5147261e-06,9.2352775e-07,1.930819e-07,5.8346544e-08,8.540209e-07,6.7638166e-07,6.9260784e-07,4.4784656e-09,1.511938e-06,5.8413497e-07,0.0013252153,1.2553546e-06,5.6765356e-07,4.2791157e-07,4.925923e-07,1.4855202e-05,2.992451e-07,2.5518222e-08,1.0751034e-07,1.680999e-08,5.964236e-06,4.4685765e-07,2.463141e-07,2.2756697e-06,3.421297e-06,2.2036626e-05,1.6883075e-06,4.8883376e-06,0.0015453848,4.1265175e-06,5.477443e-07,1.9816315e-07,5.2851444e-08,1.3553112e-05,4.5592915e-06,3.3028484e-06,3.76223e-07,4.6044048e-07,6.5740227e-07
<DATA_ROOT>/tourism_pic/test/backpacker/4d9f4aa82ba5a7584d81f41a179e145e.jpg,5,backpacker,5,backpacker,39,railway,46,solo traveler,True,1.36720655e-05,4.8639654e-06,6.492342e-05,3.738954e-06,9.1031603e-07,0.7240246,2.5461077e-06,3.4188151e-06,8.178446e-05,0.005272668,5.6943692e-05,1.5619411e-05,3.1291715e-06,1.2445447e-05,2.8745771e-06,0.00096728094,4.0734476e-06,2.2045832e-07,1.0148867e-05,1.2977132e-05,7.6888904e-07,4.3509528e-05,1.4380797e-05,5.494853e-06,8.4737417e-07,4.766527e-08,5.64748e-07,2.150036e-05,0.0014609088,2.5549749e-05,2.408018e-07,1.990305e-06,1.9803367e-06,2.0100795e-05,1.3433663e-06,1.0739769e-06,1.599361e-07,1.7620317e-06,9.758599e-06,0.1740558,2.644887e-07,9.65861e-05,1.4523474e-05,0.00040190207,1.8119179e-05,4.5437564e-06,0.051702343,3.013656e-05,1.8200636e-06,3.384114e-05,1.0840014e-06,0.00089043163,0.04035501,0.00019850676,5.1914494e-06,1.2376497e-06,1.7834627e-05
<DATA_ROOT>/tourism_pic/test/backpacker/9b8dcbae5558f3f197f13bb82e05cc57.jpg,5,backpacker,5,backpacker,46,solo traveler,28,hiking,True,2.7968477e-07,4.7297857e-07,3.742612e-06,1.4496024e-07,4.7768637e-08,0.9952077,3.2167125e-07,1.2769574e-07,1.1864378e-06,5.79791e-06,0.00032944666,6.531061e-06,2.0817379e-07,2.3194082e-06,3.9213094e-07,1.0648799e-06,2.3201073e-06,2.182682e-08,1.5833078e-06,7.129915e-07,1.5049537e-07,9.489116e-08,1.9989477e-06,1.2936787e-06,1.1679724e-06,4.0266968e-09,4.085496e-07,3.4939234e-07,0.0018987152,2.284874e-06,6.8321117e-07,8.54212e-07,3.6419794e-07,1.0746109e-05,4.0930811e-07,8.0475196e-08,5.620668e-08,3.6731684e-08,9.263637e-06,1.3771769e-06,1.7928784e-07,2.6384853e-06,2.0010573e-06,3.0885476e-05,2.4631272e-06,4.537051e-06,0.0023764174,6.363363e-06,8.0169906e-07,4.2516322e-07,8.100001e-08,6.134057e-05,8.067491e-06,6.806025e-06,4.190937e-07,4.0886144e-07,1.3374789e-06
<DATA_ROOT>/tourism_pic/test/backpacker/acc37fc18229bd9e69f3251acc9909ed.jpg,5,backpacker,5,backpacker,10,camping,46,solo traveler,True,3.7590107e-06,1.5083273e-06,3.9959643e-05,2.6475942e-07,1.7233583e-07,0.98191905,0.00017527718,1.2084507e-07,2.1817236e-06,1.2028559e-05,0.016586889,1.16578785e-05,4.863999e-07,2.9041457e-06,6.4470595e-07,2.5949014e-06,2.6864543e-06,1.6870304e-07,2.9748592e-06,1.3429838e-05,1.067005e-06,2.8131897e-06,1.1393322e-05,6.6997172e-06,8.4477097e-07,2.1362569e-08,2.0795055e-06,1.7837754e-05,5.3281634e-05,2.6825488e-05,1.28274105e-05,2.4235121e-06,9.470953e-07,6.668088e-06,4.305617e-07,8.496479e-07,1.6343254e-06,5.1323633e-07,0.000162384,4.6230073e-07,4.810038e-07,6.8033796e-06,1.0530148e-05,7.911625e-05,1.4556002e-05,4.8054757e-05,0.0005329742,2.6838847e-05,0.000105443425,1.3682986e-06,3.3996562e-07,6.224124e-05,2.7183028e-06,1.1006156e-05,1.9315214e-06,9.833774e-08,4.7717344e-06
<DATA_ROOT>/tourism_pic/test/backpacker/1081cfe7c973e177efcb395ab6963aed.jpg,5,backpacker,5,backpacker,46,solo traveler,28,hiking,True,1.7345931e-07,1.7837745e-07,2.8164663e-06,1.3069368e-07,2.5474783e-08,0.99515176,2.8932183e-07,1.3512309e-07,1.1109947e-06,1.9511026e-06,0.0005732472,6.4327446e-06,1.8067661e-07,8.175696e-07,2.556921e-07,4.428167e-07,2.1908697e-06,1.8487633e-08,1.3195352e-06,9.40353e-07,7.67047e-08,4.7360345e-08,1.0233655e-06,7.958145e-07,5.449019e-07,6.088103e-09,4.1307308e-07,3.0345228e-07,0.0018460265,2.1600777e-06,5.313519e-06,3.1658908e-07,3.22223e-07,8.286918e-06,2.5760463e-07,1.8040671e-08,5.0801027e-08,3.0430414e-08,2.491367e-05,7.872289e-07,8.897274e-08,6.0954435e-06,1.5574311e-06,1.7617207e-05,1.1739166e-06,1.3539457e-06,0.002257364,3.8766802e-06,8.366034e-07,2.8012283e-07,4.6506102e-08,5.080217e-05,4.2598936e-06,1.692806e-05,3.2501575e-07,5.1417436e-07,9.277416e-07
<DATA_ROOT>/tourism_pic/test/backpacker/4d0de81dfcf460c0e2ef9d49104aa066.jpg,5,backpacker,28,hiking,5,backpacker,46,solo traveler,True,4.406406e-06,1.1078225e-06,6.061727e-06,7.6764945e-07,1.516942e-07,0.020762963,6.110688e-07,3.5993833e-07,1.8102385e-06,1.9161815e-05,7.4817544e-05,5.6297038e-05,5.247005e-07,5.573928e-06,6.355862e-07,1.6376092e-05,2.5259365e-05,3.3663092e-08,1.8187937e-06,0.00012473237,7.902476e-08,4.6540632e-07,1.3439418e-06,1.3400181e-06,4.159268e-06,1.195834e-08,1.21619e-06,1.5360891e-06,0.9762349,5.5012197e-06,3.55094e-06,3.0219883e-07,1.6021528e-06,9.967718e-05,7.8295955e-07,5.644673e-08,2.1741688e-07,3.3596e-08,2.3307095e-06,4.9320893e-06,4.0264078e-07,1.1132095e-05,1.278289e-05,0.00010895735,5.4219385e-07,1.3131157e-05,0.0020120074,1.924128e-06,1.1785244e-06,3.954096e-07,1.2102527e-07,0.00028648894,4.5741044e-06,6.883542e-05,6.271013e-06,5.2357433e-07,3.2789876e-06
<DATA_ROOT>/tourism_pic/test/backpacker/ec79f022df397596cefab8d57feab67e.jpg,5,backpacker,5,backpacker,28,hiking,51,tour group,True,2.558964e-07,5.229233e-06,6.398295e-06,2.5966952e-07,4.2700883e-08,0.9785519,3.7868085e-07,7.385598e-08,1.6152264e-06,5.4150514e-06,0.00020534666,4.0935596e-05,2.1959966e-07,1.7706495e-06,3.617701e-07,2.5693853e-06,3.0605986e-06,2.7011156e-08,1.8602387e-06,3.8247985e-05,7.762779e-08,1.8259406e-07,1.2410263e-06,1.1057451e-06,1.2894544e-06,1.7670537e-09,3.7972416e-07,3.487081e-07,0.020463409,3.2804694e-06,7.506237e-07,3.3127236e-07,5.007204e-07,1.901193e-05,3.3939034e-07,6.849139e-08,4.0709264e-08,2.9197667e-08,2.8701747e-06,3.257102e-06,1.0036896e-07,3.0872932e-06,5.618985e-07,1.5473905e-05,8.518207e-07,1.3434495e-06,0.00017626956,2.863979e-06,1.0942012e-07,4.1274092e-07,6.5339734e-08,0.00037516162,1.5524041e-05,4.099021e-05,9.3377355e-07,2.7666889e-07,1.5677633e-06
<DATA_ROOT>/tourism_pic/test/backpacker/76c156b6ac982e4cb0d020823cac0c85.jpg,5,backpacker,46,solo traveler,28,hiking,5,backpacker,True,1.4417653e-05,2.8867073e-05,2.4597304e-05,1.8402689e-05,3.7971965e-06,0.005962352,3.8072063e-05,4.5322704e-06,3.080965e-05,4.1809515e-05,0.0002847011,0.0001407562,1.7535067e-05,1.3420774e-05,3.2106764e-05,0.00028513747,0.0007940808,1.0042472e-06,7.323243e-05,0.00022801624,1.547512e-06,7.957144e-06,1.4298415e-05,1.7086186e-05,3.0194322e-05,9.157485e-07,2.986833e-06,9.24539e-06,0.3431308,7.987621e-05,3.5312187e-05,5.094515e-06,5.4004387e-05,0.0020317673,5.4393886e-06,1.151664e-06,3.8952453e-06,1.8839031e-06,5.0436614e-05,2.979381e-05,9.07441e-07,7.700749e-05,0.00020275117,0.0016614079,1.0595566e-05,5.0101225e-05,0.6412459,8.112877e-06,0.00017575927,4.2428248e-05,5.628841e-06,0.0011656736,5.674809e-05,0.001697388,1.6400063e-05,1.1400431e-05,2.0350657e-05
<DATA_ROOT>/tourism_pic/test/backpacker/c277d08aa55e5965f3a201f24924fb06.jpg,5,backpacker,5,backpacker,28,hiking,10,camping,True,3.4058093e-07,3.4640783e-07,1.6835388e-06,7.960392e-08,1.91146e-08,0.99360836,8.3763365e-07,5.834554e-08,1.6947797e-06,1.7394103e-06,0.0007650093,9.378785e-06,2.6326313e-07,1.9804575e-06,1.8568312e-07,7.3337407e-07,4.975993e-06,1.1550352e-08,7.1099487e-07,5.8761975e-07,7.681147e-08,8.865329e-08,1.214874e-06,5.1461063e-07,1.9626518e-06,4.8053246e-09,8.059117e-07,1.0286145e-06,0.005255704,1.5350446e-06,1.2660919e-05,1.8232679e-07,1.2122855e-07,1.227897e-05,5.835923e-08,3.5465256e-08,1.5395771e-07,2.5759258e-08,1.2186365e-05,7.748604e-07,2.531463e-07,1.9614254e-05,1.2096415e-06,1.2192782e-05,1.366021e-06,2.6576668e-06,0.00022708766,2.7406343e-06,4.311551e-07,1.809086e-07,3.561235e-08,1.4912889e-05,2.5266356e-06,1.2700901e-05,3.499701e-07,7.2465303e-07,4.3268162e-07
<DATA_ROOT>/tourism_pic/test/backpacker/ae451bd62b3ae65c4ac9864c96a8dba8.jpg,5,backpacker,19,desert,28,hiking,46,solo traveler,False,4.055973e-05,2.2522077e-05,4.307682e-05,0.00013722097,6.131145e-05,0.015970234,0.00014826658,7.623264e-05,6.470989e-05,0.00019414884,0.002055246,0.011217105,1.6363003e-05,0.0001281323,1.9850393e-05,0.00016220195,0.00046877706,1.4557822e-06,4.549984e-05,0.8402578,3.2503829e-06,5.903193e-06,2.5099951e-05,6.648127e-05,0.00018189923,2.3769423e-06,3.613359e-05,7.033922e-06,0.06150809,0.00069837715,0.0001664588,1.2718059e-05,0.0001270673,0.00016330366,0.00015668497,2.1250441e-06,1.062887e-05,1.0045669e-06,0.0001172051,0.0003103247,9.942046e-06,0.0002565352,0.00089752115,0.0033329532,1.0114214e-05,4.4252887e-05,0.047317293,4.307797e-05,0.00017199223,2.385794e-05,3.4724635e-06,0.0016780893,0.00011308176,0.007977715,0.000106091575,2.6475913e-05,0.0032547645
<DATA_ROOT>/tourism_pic/test/backpacker/6d90437fe9130c5a87e6a1c9312dd573.jpg,5,backpacker,5,backpacker,46,solo traveler,51,tour group,True,4.417481e-06,3.8731328e-06,6.9014226e-05,7.0474334e-07,6.581114e-07,0.86264586,1.3649637e-05,1.189668e-06,1.6338221e-05,1.9696457e-05,0.00051658147,2.107414e-05,1.990883e-06,7.564186e-06,4.780017e-06,3.8250917e-05,6.724391e-06,3.124424e-07,6.255082e-05,4.6810324e-06,8.951748e-07,2.9813532e-06,1.58251e-05,1.6118396e-05,1.9509353e-06,1.0328756e-07,1.0392383e-06,8.939008e-06,0.00047175982,1.3528104e-05,2.026683e-06,8.309963e-06,2.7897022e-06,8.502032e-06,3.0232184e-06,1.2865169e-06,5.5436345e-07,3.6313529e-07,0.000110928915,1.5174617e-05,7.165422e-07,1.5020358e-05,6.530697e-05,0.00032922084,8.113148e-05,7.0151164e-06,0.13444558,2.4303654e-05,1.7872158e-05,5.033935e-06,8.826969e-07,0.00073194515,9.204402e-05,3.751823e-05,1.7993232e-06,1.5394185e-06,1.6833077e-05
<DATA_ROOT>/tourism_pic/test/backpacker/97949a5cbfdac78558cbfd7295d9dc55.jpg,5,backpacker,5,backpacker,28,hiking,46,solo traveler,True,1.6010705e-06,1.2049792e-06,9.449032e-06,1.8845627e-07,7.469262e-08,0.93464917,1.0087208e-06,2.0806148e-07,4.0319446e-06,3.8728285e-05,0.00022560354,1.7191573e-05,5.186941e-07,2.9946757e-06,1.0881408e-06,2.9274936e-05,8.401627e-06,3.418308e-08,4.633637e-06,5.1504085e-06,2.2481454e-07,4.0422412e-07,1.7505711e-06,1.9290874e-06,5.1311144e-07,9.928471e-09,7.4298435e-07,1.6566898e-06,0.06102244,4.1843546e-06,1.0214808e-06,5.546343e-07,1.0111181e-06,4.645728e-05,4.89052e-07,9.565549e-08,5.433802e-08,4.945448e-08,7.192161e-06,3.2175215e-06,1.5149692e-07,3.730141e-06,2.488647e-06,0.00014452595,3.826539e-06,2.8703887e-05,0.0033783312,8.102081e-06,6.979306e-07,1.1024132e-06,9.346851e-08,0.00030446588,1.0180542e-05,1.6514976e-05,7.792389e-07,4.534195e-07,1.3151822e-06
<DATA_ROOT>/tourism_pic/test/backpacker/0ea0597b6e56a4abdd81b15f28bf548a.jpg,5,backpacker,51,tour group,7,botanical garden,46,solo traveler,False,6.2240004e-05,0.0008108795,1.860231e-05,0.00015163467,1.2973242e-06,0.004927822,1.7102384e-06,0.022009358,2.7702932e-05,0.00036561544,1.6341255e-05,0.00011781491,4.8157952e-05,6.256673e-05,1.3596275e-05,0.00016169282,6.912678e-05,3.2618098e-07,1.2128165e-05,0.00033020903,7.823996e-07,3.4682155e-06,1.589499e-05,1.7180846e-05,6.797852e-05,4.6707078e-06,1.7147395e-06,1.596469e-05,0.003219778,0.0012553879,2.7772726e-06,1.5766443e-06,1.5962316e-05,0.00034566424,1.7241642e-05,1.6059219e-06,3.9865063e-07,5.2714086e-06,4.920745e-05,7.4368596e-05,4.982071e-06,4.95173e-05,1.8787945e-05,3.496186e-05,5.0799463e-06,1.908322e-06,0.0056081726,7.1397826e-06,4.3152104e-06,0.00026209222,2.2649654e-06,0.9574833,2.6978016e-05,0.001374203,3.8909744e-05,4.2981188e-05,0.00070868083
<DATA_ROOT>/tourism_pic/test/backpacker/4a3c3a6ff1b360c9ff28604e3dd6b975.jpg,5,backpacker,5,backpacker,28,hiking,46,solo traveler,True,1.2028244e-06,5.485755e-07,4.2918123e-06,6.1330473e-07,1.8606156e-07,0.873267,5.738338e-06,6.7388675e-07,3.483048e-06,1.3166064e-05,0.00054422166,2.4176268e-05,8.899106e-07,3.9354372e-06,9.993719e-07,4.1958247e-06,9.331739e-06,1.1912915e-07,4.756687e-06,3.2552882e-06,2.5464703e-07,2.0684047e-07,2.031456e-06,2.901245e-06,2.3730406e-06,6.21011e-08,3.5157734e-06,9.508408e-06,0.11102534,1.0350455e-05,0.0017664457,9.887646e-07,5.572834e-07,5.7233876e-05,7.7106694e-07,9.773789e-08,6.9741986e-07,2.3048726e-07,3.6139594e-05,3.4846626e-06,4.8661065e-07,0.00027055398,5.385264e-06,9.498171e-05,3.0462136e-06,0.00011374763,0.01250791,3.4076825e-06,2.0295893e-06,7.410061e-07,1.6004596e-07,0.000110396126,8.739913e-06,5.73902e-05,7.992192e-07,1.8371326e-06,2.3997588e-06
<DATA_ROOT>/tourism_pic/test/backpacker/82cbe3dfeef7f75d6fe7a455a743a71e.jpg,5,backpacker,5,backpacker,28,hiking,11,canyon,True,1.1009931e-06,1.6597697e-06,7.623561e-06,3.1844716e-06,5.4219794e-07,0.86900604,1.0005277e-06,5.008498e-07,1.7136565e-05,2.6422224e-05,0.0009243205,0.019774307,1.1436896e-06,3.387243e-05,1.4774255e-06,7.0763604e-06,0.00013712252,2.2968747e-07,3.944339e-06,0.00017550419,5.4326364e-07,1.6187379e-06,2.7241397e-06,2.6156106e-06,4.384235e-06,3.267568e-08,1.0467727e-06,2.8134062e-07,0.101632126,3.2486487e-06,2.6978105e-06,2.3177158e-06,1.7726967e-05,0.00010449036,8.205857e-06,1.326915e-07,1.4563058e-07,1.4771724e-07,2.7208334e-05,3.9960205e-06,2.3953908e-07,2.7094973e-05,7.5524704e-06,6.5996595e-05,2.8593727e-06,3.9340457e-06,0.0064120926,1.1189111e-05,1.5070422e-06,2.444669e-06,8.7120816e-07,0.0003709695,5.058648e-05,0.0010796492,3.494404e-06,7.5771145e-06,1.20582745e-05
<DATA_ROOT>/tourism_pic/test/backpacker/2327facb452056c2cb33512bb51c94e9.jpg,5,backpacker,5,backpacker,28,hiking,46,solo traveler,True,7.432971e-07,1.6937875e-06,9.158066e-06,5.805351e-07,1.9858483e-07,0.91992474,1.451618e-06,3.5759143e-07,5.5594805e-06,1.564402e-05,0.00015230189,3.6024423e-05,7.9629916e-07,3.4879042e-06,1.2569609e-06,8.263592e-06,2.168294e-05,7.219389e-08,5.6430354e-06,5.208513e-06,2.213758e-07,4.005285e-07,2.4302262e-06,2.0981931e-06,1.6891255e-06,1.398011e-08,2.6883176e-06,1.0273458e-06,0.06845561,4.276103e-06,3.6985914e-06,1.1254234e-06,2.2688782e-06,0.00020539777,8.9051076e-07,9.3073325e-08,2.281009e-07,1.1838764e-07,1.3753392e-05,2.7012597e-06,2.774295e-07,8.332583e-06,1.0058992e-05,6.453211e-05,4.4194717e-06,1.823287e-05,0.010695531,9.620057e-06,4.9137448e-06,1.5368388e-06,3.0249572e-07,0.00021489973,9.794783e-06,5.684607e-05,1.7524641e-06,1.7015295e-06,1.6671524e-06
<DATA_ROOT>/tourism_pic/test/backpacker/04fdff55deba25ed2bccbe150557ba6f.jpg,5,backpacker,5,backpacker,10,camping,46,solo traveler,True,2.3818653e-05,1.3643223e-05,0.00017500386,7.776784e-07,8.7695366e-07,0.995523,9.079336e-06,3.964042e-07,7.3174983e-06,5.142146e-05,0.001299366,1.8488314e-05,2.477706e-06,1.5277848e-05,1.9774502e-06,1.834195e-05,1.5745993e-05,2.3965754e-07,6.4319047e-06,5.6529825e-06,1.8525509e-06,3.8320475e-05,0.00011530637,7.452819e-06,2.1766937e-06,9.9214716e-08,2.7861e-06,4.4868477e-05,0.00020997539,9.373211e-06,2.5931145e-06,3.8138169e-06,3.8045969e-06,3.227597e-05,3.4624602e-06,2.4331637e-06,1.7455598e-06,8.282126e-07,0.00011040008,3.531034e-06,3.7403147e-06,1.3605698e-05,6.0575654e-05,8.521527e-05,0.00032560478,1.8839051e-05,0.0007966048,0.00038636595,1.1245193e-05,2.9712573e-06,1.8195665e-06,0.00041620317,2.8081244e-05,3.0825453e-05,2.8176084e-06,1.7632614e-06,2.7126474e-05
<DATA_ROOT>/tourism_pic/test/backpacker/0750446f519c7722e61e547e7a3d18ee.jpg,5,backpacker,5,backpacker,46,solo traveler,28,hiking,True,7.6309385e-07,8.297616e-07,1.1825935e-05,1.4050944e-07,1.4831532e-07,0.9857603,1.7957462e-06,1.835158e-07,1.416248e-06,5.819716e-06,0.0006693797,1.2654532e-05,3.5543655e-07,3.2493451e-06,1.2539892e-06,3.702293e-06,5.1965208e-06,8.829949e-08,5.479279e-06,1.7757868e-06,4.2351832e-07,2.842443e-07,3.2619819e-06,1.5343668e-06,1.5273824e-06,1.5095575e-08,7.1166295e-07,1.6080977e-06,0.0017771889,4.2998004e-06,2.8145207e-06,8.623705e-07,6.778035e-07,2.6877779e-05,6.263584e-07,2.7053883e-07,5.0762424e-07,6.007002e-08,3.056411e-05,2.6004307e-06,2.3520315e-07,7.325781e-06,6.444075e-06,5.1351886e-05,8.880764e-06,4.4588046e-06,0.011454173,1.2385888e-05,1.877652e-06,7.940439e-07,1.862277e-07,7.0872295e-05,1.8312348e-05,1.5538348e-05,1.2089989e-06,7.659505e-07,1.8796622e-06
<DATA_ROOT>/tourism_pic/test/backpacker/0f33a4e0ad1957662a33043e30034f23.jpg,5,backpacker,5,backpacker,28,hiking,46,solo traveler,True,8.700777e-07,7.6542017e-07,6.8005756e-06,4.2147704e-07,1.3551671e-07,0.9846044,6.7834108e-06,1.5657166e-07,2.597114e-06,5.752593e-06,0.00023734724,4.5605055e-05,5.4748193e-07,3.714529e-06,6.7831746e-07,4.7829594e-06,2.5119441e-05,2.651261e-08,2.048773e-06,2.778237e-05,2.1025883e-07,2.954593e-07,1.906864e-06,1.4776616e-06,5.688277e-07,5.796586e-09,1.0610755e-06,8.5134604e-07,0.011857503,5.989891e-06,1.5549157e-06,1.0083447e-06,1.2017429e-06,1.8716884e-05,9.712705e-07,7.423699e-08,3.9088394e-07,3.9753104e-08,1.3057074e-05,2.0009354e-06,1.9865372e-07,7.687667e-06,5.607953e-06,6.488576e-05,2.843035e-06,2.2050924e-06,0.0028351657,1.0106596e-05,1.2059286e-06,6.7034574e-07,9.454954e-08,0.00012477917,9.166967e-06,4.6247926e-05,9.643906e-07,6.1925107e-07,2.338978e-06
<DATA_ROOT>/tourism_pic/test/backpacker/5d6bb8fa198748f551cfde4882a33c70.jpg,5,backpacker,5,backpacker,28,hiking,46,solo traveler,True,1.1320864e-07,5.1441936e-07,2.3513269e-06,6.014588e-08,2.861975e-08,0.99218243,1.7395075e-07,2.8004326e-08,9.3436245e-07,4.7670733e-06,0.00014866634,8.33772e-06,2.4331777e-07,1.6592631e-06,4.3654376e-07,1.9172128e-06,7.3731003e-06,1.8679362e-08,6.386898e-07,9.940111e-07,1.2349196e-07,4.6661974e-08,1.0302227e-06,2.66386e-07,6.686955e-07,4.1693444e-09,1.8204022e-06,2.3058162e-07,0.007284933,1.022067e-06,6.8304416e-07,3.9670581e-07,5.9356586e-07,9.29392e-05,2.163003e-07,4.928383e-08,9.592877e-08,3.6791832e-08,1.8002718e-06,5.808686e-07,8.9638974e-08,1.0792687e-06,8.1311464e-07,1.2542042e-05,1.7254529e-06,9.385532e-06,0.00019065739,4.3985833e-06,2.200328e-07,3.3307364e-07,4.241924e-08,1.5149005e-05,3.0647377e-06,9.808134e-06,8.358989e-07,4.6146567e-07,2.2343109e-07
<DATA_ROOT>/tourism_pic/test/backpacker/cfbb7efb43787ce5fdcb043184d3a2db.jpg,5,backpacker,5,backpacker,51,tour group,46,solo traveler,True,1.7251067e-06,5.5105815e-05,2.7063505e-05,3.9579533e-07,2.3900068e-07,0.99048597,5.330137e-06,3.4395885e-07,3.4654304e-06,4.6621076e-06,0.0005225583,2.3463632e-05,6.9185637e-07,3.6305692e-06,1.3264697e-06,4.9714376e-06,4.0460463e-06,2.5139993e-08,1.7703105e-05,5.139805e-06,2.7696103e-07,1.1519074e-06,3.5392231e-06,1.1141616e-05,1.7132627e-06,2.6551502e-08,1.1191e-06,3.1592485e-06,0.0014342142,1.4262418e-05,2.7748965e-06,7.2296916e-07,1.1366409e-06,1.832585e-05,8.9518437e-07,1.4021734e-07,4.500274e-07,7.917688e-08,4.7640926e-05,2.2327606e-06,3.2791124e-07,9.419783e-06,1.9633411e-05,3.9478466e-05,3.8463145e-06,2.8405282e-06,0.002788361,6.8646746e-06,1.4375177e-06,1.9309116e-06,3.7313384e-07,0.004344732,1.1795375e-05,4.3652446e-05,1.3675066e-06,8.2189996e-07,1.0200417e-05
